TeamNumber,Name,City,State,Country,ImageURL
709,Femme Tech Fatale,Bryn Mawr,Pennsylvania,USA,
710,Panther Bot,Fort Lauderdale,FL,USA,
711,Robeson full force,Brooklyn,NY,USA,
713,Steel Raiders,New York City,NY,USA,
714,Panthera,Newark,New Jersey,USA,
715,Team 715,NY,USA,USA,
716,Who'sCTEKS,Falls Village,Connecticut,USA,
731,Team 731,Falls Village,Connecticut,USA,
743,Technobots,Bronx,New York,USA,
744,Shark Attack,Fort Lauderdale,Florida,USA,
746,Gearheads 746,North York,Ontario,Canada,
747,Flight Crew,Middlesex,New Jersey,USA,
748,Kingsville CavalGears,Kingsville,Ontario,Canada,
749,Ctrl V,Corvallis,Oregon,USA,
750,TechnoTide,Picayune,MS,USA,
751,barn2robotics,Portola Valley,California,USA,
752,Chargers,Newark,New Jersey,USA,
753,High Desert Droids,Bend,Oregon,USA,
754,FROSTBYTE,Marinette,WI,USA,
755,Team 755,Washington,KS,USA,
757,Crazy Train,Newton,Kansas,USA,
758,South-Kent Youth Robotics,Blenheim,ON,Canada,
759,Systemetric,Cambridge,ENG,Kingdom,
760,Team 760,Cambridge,ENG,Kingdom,
761,TechPUPS,Carmel,Indiana,USA,
762,Patriots,Altamonte Springs,FL,USA,
764,Scoopers,Sturgis,SD,USA,
765,Cobblers,Rapid City,SD,USA,
766,M-A Bears,Atherton,California,USA,
768,TechnoWarriors,Baltimore,MD,USA,
769,Eaglebotics,Virginia Beach,VA,USA,
770,Team 770,Rapid City,SD,USA,
771,SWAT,Oakville,Ontario,Canada,
772,Sabre Bytes Robotics,LaSalle,Ontario,Canada,
773,Kingsville CavalGears,Kingsville,Ontario,Canada,
776,SATech Saints,Tecumseh,ON,Canada,
779,Team 779,Cuyahoga Heights,OH,USA,
780,TigerBots,Bayamon,PR,USA,
781,Kinetic Knights,Kincardine,Ontario,Canada,
782,Kilowatts,Hartford,CT,USA,
783,Mobotics,Toronto,ON,Canada,
800,The HazBots,Redmond,OR,USA,
801,Horsepower,Merritt Island,Florida,USA,
802,Team 802,Sudbury,MA,USA,
803,Lowcountry Castaways,Berkeley County,SC,USA,
804,MetalMorphosis/Mad Scientists,Rock Hill,SC,USA,
805,Igniters,Salem,OR,USA,
806,The Brooklyn Blacksmiths,Brooklyn,New York,USA,
807,Monster Mechanics,Huntsville,AL,USA,
808,Mechanical Mayhem,Alliance,OH,USA,
809,The TechnoWizards,Manchester,CT,USA,
810,The Mechanical Bulls,Smithtown,New York,USA,
811,Wild Cards,Nashua,New Hampshire,USA,
812,The Midnight Mechanics,La Jolla,California,USA,
814,Megaforce,Napa,CA,USA,
815,Advanced Power,Allen Park,Michigan,USA,
816,Anomaly,Mount Holly,New Jersey,USA,
818,The Steel Armadillos,Warren,Michigan,USA,
820,Team DeltaTech,Toronto,ON,Canada,
822,Team 822,Detroit,MI,USA,
824,SWAT Robotics,Seattle,WA,USA,
825,SWiVaGus Maximus,Dublin,VA,USA,
827,Robotics Eagle,Fremont,CA,USA,
829,The Digital Goats,Indianapolis,Indiana,USA,
830,The RatPack,Ann Arbor,Michigan,USA,
831,Ka Mikini Hui O Mililani,Mililani,HI,USA,
832,OSCAR,Roswell,Georgia,USA,
833,HPA Robotics,Kamuela,HI,USA,
834,SparTechs,Center Valley,Pennsylvania,USA,
835,The Sting,Beverly Hills,Michigan,USA,
836,The RoboBees,Hollywood,Maryland,USA,
837,Webbinators,Oxford,NC,USA,
839,Rosie Robotics,Feeding Hills,Massachusetts,USA,
840,Aragon Robotics Team,San Mateo,California,USA,
841,The BioMechs,Richmond,California,USA,
842,Falcon Robotics,Phoenix,Arizona,USA,
843,Wildcats,Oakville,ON,Canada,
845,Cutting Edge,Pendleton,SC,USA,
846,The Funky Monkeys,San Jose,California,USA,
847,PHRED,Philomath,Oregon,USA,
848,HuskyBots,San Pedro,California,USA,
849,Wolfpack,Unionville,Ontario,Canada,
850,Team 850,La Canada,CA,USA,
851,Froggers,Torrance,CA,USA,
852,ARC Robotics,Danville,California,USA,
853,Thunderstorms,Phoenix,AZ,USA,
854,Iron Bears,Etobicoke,Ontario,Canada,
857,Superior Roboworks,Houghton,Michigan,USA,
858,Demons Robotics,Wyoming,Michigan,USA,
859,BOING,Morgantown,WV,USA,
861,Gondobots,Los Angeles,CA,USA,
862,Lightning Robotics,Canton,Michigan,USA,
863,The Queens of Modnar,Toronto,ON,Canada,
865,WARP7,Toronto,Ontario,Canada,
866,The SmartTeens of the Turabo Valley,Caguas,PR,USA,
867,Absolute Value,Arcadia,California,USA,
868,TechHOUNDS,Carmel,Indiana,USA,
869,PowerCord,Middlesex,New Jersey,USA,
870,TEAM  R. I. C. E.,Southold,New York,USA,
871,Robotechs,West Islip,New York,USA,
872,Techno-Devils,Columbus,OH,USA,
873,Team 873,Dickinson,ND,USA,
874,Isis,Alexander,ND,USA,
875,Team FrostByte,Hatton,ND,USA,
876,Thunder Robotics,Hatton-Northwood,North Dakota,USA,
877,Pi Rho 'botics @ North Star,Cando,North Dakota,USA,
878,Metal Gear,Rugby,ND,USA,
879,Team 879,New Town,ND,USA,
880,Border Patrol,Fairmount,ND,USA,
881,Team 881,Bismarck,ND,USA,
883,Ironmen,Cleveland,OH,USA,
884,Mechanical Mules,Malverne,New York,USA,
885,Ro-bovines,Randolph Center,Vermont,USA,
886,Wildcats,North York,Ontario,Canada,
887,Team 887,Goffstown,NH,USA,
888,Robotiators,Glenelg,Maryland,USA,
889,The Cougars,West Islip,NY,USA,
891,Neverending Chaos,Syracuse,NY,USA,
892,Team ASCII,Canal Winchester,OH,USA,
894,The Power Chargers,Flint,Michigan,USA,
896,Blue Steel,Newark,New Jersey,USA,
897,Team 4,Toronto,ON,Canada,
898,Team Desert Storm,Glendale,AZ,USA,
899,Team 6,Houston,TX,USA,
900,The Zebracorns,Durham,North Carolina,USA,
901,Team 8,Miami,FL,USA,
902,Delphi Heritage RoboHawks,Saginaw,MI,USA,
903,RoboTroopers,Detroit,MI,USA,
904,D Cubed,Grand Rapids,Michigan,USA,
905,Platt Tech Panthers,Milford,CT,USA,
906,UMR,Rolla,MO,USA,
907,"East York Cybernetics ""The Cybernauts""",East York,Ontario,Canada,
908,Botz of Prey,North Charleston,SC,USA,
909,Junkyard Crew,Lawrence,KS,USA,
910,The Foley Freeze,Madison Heights,Michigan,USA,
912,Iron Lyons,Toronto,ON,Canada,
913,Bendale Robotics,Toronto,ON,Canada,
914,NextGen,Aurora,Ontario,Canada,
915,Team 915,Toronto,ON,Canada,
917,Team 917,Toronto,ON,Canada,
918,Team 918,Toronto,ON,Canada,
919,PANTHERA TIGRIS,Toronto,Ontario,Canada,
920,Team 920,Philadelphia,PA,USA,
922,ULTIMATE:  United Longhorn Team Inspiring Mental Attitude Towards Engineering,Laredo,TX,USA,
925,Code Red,China Grove,NC,USA,
926,The Capacitors,Raleigh,NC,USA,
927,Team 927,Reston,VA,USA,
928,Hounds of Steel,Washington,DC,USA,
930,Mukwonago BEARs,Mukwonago,Wisconsin,USA,
931,Perpetual Chaos,Saint Louis,Missouri,USA,
932,The Circuit Chargers,Tulsa,Oklahoma,USA,
933,Trigos,Rockford,IL,USA,
934,Team 934,Lawrence,KS,USA,
935,RaileRobotics,Newton,Kansas,USA,
936,Big Dogs,Osborne,KS,USA,
937,Nerd Herd,Overland Park,Kansas,USA,
938,Code Gold,Richmond,Kansas,USA,
939,Hiphopanonymous,Sisseton,SD,USA,
940,Digital Demolition,Brookings,SD,USA,
941,Arrow Robotics,Watertown,SD,USA,
942,Roboteers,Woonsocket,SD,USA,
943,Great Balls of Fire,Volga,SD,USA,
945,Team Banana,Orlando,Florida,USA,
946,Creepy Crafters,Coral Springs,FL,USA,
947,Hannibal Gear Gals,Daytona Beach,FL,USA,
948,NRG (Newport Robotics Group),Bellevue,Washington,USA,
949,Wolverine Robotics,Bellevue,Washington,USA,
950,Team 950,Reno,NV,USA,
953,Team Illuminati,Reno,NV,USA,
954,Scorpion Robotics,Reno,NV,USA,
955,Ctrl C,Corvallis,Oregon,USA,
956,Eagle Cybertechnology ,Adair Village,OR,USA,
957,SWARM - South and West Albany Robotics Maniacs,Albany,Oregon,USA,
959,Team 959,Palmer,AK,USA,
960,Circuit Breakers,Anchorage,AK,USA,
961,Buckaroo Brutes,Winnemucca,NV,USA,
962,Thunderbots,Bullhead City,AZ,USA,
963,South Bulldogs Robotics,Columbus,OH,USA,
964,Bearcat Robotics,Bedford,OH,USA,
966,Heights Tigers,Cleveland Heights,OH,USA,
967,Iron Lions,Marion,Iowa,USA,
968,RAWC (Robotics Alliance Of West Covina),West Covina,California,USA,
969,Hollis Lightning,Lebanon,TN,USA,
970,The Cardinals,East Cleveland,OH,USA,
971,Spartan Robotics,Mountain View,California,USA,
972,Iron Claw,Los Gatos,California,USA,
973,Greybots,Atascadero,California,USA,
974,Nautae,Los Angeles,CA,USA,
975,Synergy Robotics,Midlothian,VA,USA,
976,Circuit Breakerz,Nottoway,VA,USA,
977,Cometbots,South Boston,Virginia,USA,
979,Team 979,Dayton,OH,USA,
980,ThunderBots,Burbank,California,USA,
981,Snobotics,Lebec,California,USA,
982,The Knights,Sioux Falls,SD,USA,
984,Team 984,Wellesley,MA,USA,
987,HIGHROLLERS,Las Vegas,Nevada,USA,
988,Steel Phoenix,Las Vegas,Nevada,USA,
989,Palo,Las Vegas,NV,USA,
990,The Deadly Viper Assassination Squad,Las Vegas,NV,USA,
991,BroncoBots,Phoenix,Arizona,USA,
992,Oakwood Robotics,North Hollywood,CA,USA,
995,Monkey Wrenchers,Alhambra,California,USA,
996,Mecha Knights,Casa Grande,Arizona,USA,
997,Spartan Robotics,Corvallis,Oregon,USA,
998,The Overcookers,Soldotna,AK,USA,
999,MechaRAMS,Cheshire,Connecticut,USA,
1000,Cybearcats,Valparaiso,IN,USA,
1001,Hacksaw,Lyndhurst,OH,USA,
1002,CircuitRunners Robotics,Marietta,Georgia,USA,
1005,Chaminade Robotics,St. Louis,MO,USA,
1006,Fast Eddie Robotics,Port Perry,ON,Canada,
1007,The Tyrants,Snellville,GA,USA,
1008,Team Lugnut,Columbus,OH,USA,
1009,Bolt Action,North York,ON,Canada,
1010,B.C. Hawks,Ortonville,MI,USA,
1011,CRUSH,Tucson,Arizona,USA,
1013,The Phoenix,Queen Creek,AZ,USA,
1014,Bad Robots,Dublin,Ohio,USA,
1015,Pi Hi Samurai,Ann Arbor,MI,USA,
1016,Evolution,Darlington,SC,USA,
1017,Home Advantage,Flint,MI,USA,
1018,Pike RoboDevils,Indianapolis,Indiana,USA,
1019,Sons Of The Beach,Westhampton Beach,NY,USA,
1020,The Prank Monkeys,Muncie,IN,USA,
1022,Archer GEeks,Fort Wayne,IN,USA,
1023,Bedford Express,Temperance,Michigan,USA,
1024,Kil-A-Bytes,Indianapolis,Indiana,USA,
1025,Impi Warriors,Ferndale,Michigan,USA,
1026,Cougars,York,SC,USA,
1027,Mechatronic Maniacs,West Springfield,Massachusetts,USA,
1028,UBERGEEKS,Huntsville,AL,USA,
1029,Wolverine Robotics,Miami,FL,USA,
1030,Combined Minds,Groveport,OH,USA,
1031,The Boilermakers,San Francisco,CA,USA,
1033,Team CLUTCH,Richmond,Virginia,USA,
1034,Eclipse,Chicago,IL,USA,
1035,T12,Chicago,IL,USA,
1036,Central Tech Robotics,Toronto,ON,Canada,
1037,The SCREAM Team,Rochester Hills,MI,USA,
1038,Lakota Robotics,Liberty Township ,Ohio,USA,
1039,Chief Sealth Robotics,Seattle,WA,USA,
1040,Pythons,Atlanta,GA,USA,
1041,Impending Disaster,Austell,GA,USA,
1042,Team 1042,Chicago,IL,USA,
1043,Batteries Not Included,San Jose,CA,USA,
1045,MSJ Robotics,Fremont,CA,USA,
1046,Aztechs,Palm Desert,CA,USA,
1047,Team Echoes,Irvine,CA,USA,
1048,Mustang Robotics,Manville,NJ,USA,
1049,Archangel Robotics,Toronto,ON,Canada,
1051,Technical Terminators,Mullins,South Carolina,USA,
1052,Team 1052,Pinole,CA,USA,
1053,Gears of Glebe,Ottawa,ON,Canada,
1054,Knightmares,Buckingham,VA,USA,
1055,Frank's Garage,Chicago,IL,USA,
1056,Hot Rocks,Hilo,Hawaii,USA,
1057,The Blue Knights,Sandersville,GA,USA,
1058,PVC Pirates,Londonderry,New Hampshire,USA,
1059,Team 1059,Simsbury,CT,USA,
1060,Dust Devils,Mohave Valley,AZ,USA,
1062,Storm Troopers,Celebration,FL,USA,
1063,Team MG,Toronto,ON,Canada,
1064,Wild Beast,South Milwaukee,WI,USA,
1065,The Moose,Kissimmee,Florida,USA,
1067,Junior Billikens,Saint Louis,MO,USA,
1068,The Ninjaneers,Orlando,FL,USA,
1069,Technobots,Greer,SC,USA,
1070,Royal Robotrons,Woodland Hills,California,USA,
1071,Team MAX,Wolcott,Connecticut,USA,
1072,Harker Robotics,San Jose,California,USA,
1073,The Force Team,Hollis,New Hampshire,USA,
1074,Team 1074,Hollis,New Hampshire,USA,
1075,Sprockets,Whitby,Ontario,Canada,
1076,PiHi Samurai,Ann Arbor,Michigan,USA,
1077,All Stars,Miami,FL,USA,
1079,Chaparral Robotic Eng And Tech Explorers Murrieta Amazing Grace Inventors Coalit,Temecula,CA,USA,
1080,Resurgence Robotics,Henrico,Virginia,USA,
1081,Tech Warriors,Atlanta,GA,USA,
1082,Railroaders,Sparks,NV,USA,
1083,Team Emoticons,Orlando,FL,USA,
1084,IronColts,Sarnia,ON,Canada,
1085,Aquatic Robotics,Avon,Connecticut,USA,
1086,Blue Cheese,Glen Allen,Virginia,USA,
1087,Titronics Digerati,Salem,OR,USA,
1088,Scarborough Warriors At The Top,West Hill / Toronto,ON,Canada,
1089,Team Mercury,Hightstown,New Jersey,USA,
1090,Team 1090,St Louis,MO,USA,
1091,Oriole Assault,Hartford,Wisconsin,USA,
1092,The Rabid Rabbits,Smyrna,GA,USA,
1093,Cougars,Richmond,VA,USA,
1094,Channel Cats,O Fallon,Missouri,USA,
1095,Metal Minds,Chatham,Virginia,USA,
1096,ZULU,Radford,VA,USA,
1097,Site 3 Engineering,Carmichael,CA,USA,
1098,"Rockwood Robotics ""Rock-Bots""",Wildwood,MO,USA,
1099,DiscoTechs,Brookfield,Connecticut,USA,
1100,Inverse Polarity,Northborough/Southborough,Massachusetts,USA,
1101,Mustangs,Surrey,ND,USA,
1102,M'Aiken Magic,Aiken,South Carolina,USA,
1103,Frankenbots,Delavan,WI,USA,
1104,TechnoEagles,Axtell,KS,USA,
1105,The Prep,Los Angeles,CA,USA,
1106,patriots,Mayville,ND,USA,
1108,Panther Robotics,Paola,Kansas,USA,
1109,The RoboHawks,Lively,ON,Canada,
1110,Binary Bulldogs,Palmdale,CA,USA,
1111,Power Hawks Robotics,Edgewater,Maryland,USA,
1112,Huskies,Toronto,ON,Canada,
1113,Urban Assault,Philadelphia,PA,USA,
1114,Simbotics,St Catharines,Ontario,Canada,
1115,Deus Ex Machina,Santa Monica,CA,USA,
1116,Team 1116,La Puente,CA,USA,
1118,NERDS INC.,Knoxville,TN,USA,
1119,Pup Cups,Walpole,Massachusetts,USA,
1120,Milpitas Xtreme Robotics,Milpitas,CA,USA,
1122,Railbots,Cleveland,OH,USA,
1123,AIM ⛟ Robotics,Fairfax,Virginia,USA,
1124,UberBots,Avon,Connecticut,USA,
1125,Broncos,San Diego,CA,USA,
1126,SPARX,Webster,New York,USA,
1127,Lotus Robotics,Milton,Georgia,USA,
1129,Team 1129,Montreal,QC,Canada,
1130,Phantoms ,Albany,OR,USA,
1131,Robo-Techs,Hagerstown,MD,USA,
1132,R.A.P.T.A.R. (Robotics Adventure Professionals of Tidewater and Richmond),Ashland,VA,USA,
1133,The Hug A Bots,Reno,NV,USA,
1135,Schmoebotics,Cerritos,CA,USA,
1136,Nutty Genius's,Spring Valley,CA,USA,
1137,Rocket Sauce,Mathews,Virginia,USA,
1138,Eagle Engineering,Canoga Park,California,USA,
1139,The Chamblee Gear Grinders,Chamblee,GA,USA,
1140,MAGNADON,Holly,MI,USA,
1141,TAS Megawatts,Peterborough,ON,Canada,
1142,SH Robo Uknighted,Daytona Beach,FL,USA,
1143,Cruzin' Comets,Clarks Summit,Pennsylvania,USA,
1144,COQUITRON,San Lorenzo,Puerto Rico,USA,
1146,Magic,Labrador City,NL,Canada,
1147,The Herdinators,Elk Grove,CA,USA,
1148,Harvard Westlake Robotics,Studio City,California,USA,
1149,T. O. Robotics,Thousand Oaks,CA,USA,
1150,Storm System,Camp Verde,AZ,USA,
1151,The Hitchhikers,San Pablo,CA,USA,
1152,Blue Stars,Hyde Park,MA,USA,
1153,Timberwolves,Walpole,Massachusetts,USA,
1154,Harrisonburg High School Blue Streaks,Harrisonburburg,VA,USA,
1155,SciBorgs,Bronx,New York,USA,
1156,Under Control,Novo Hamburgo,Rio Grande do Sul,Brazil,
1157,Landsharks,Boulder,Colorado,USA,
1158,The Corps,Collbran,CO,USA,
1159,Ramona Rampage,Alhambra,California,USA,
1160,Titanium Robotics,San Marino,California,USA,
1161,Highland 1,Brighton,MA,USA,
1162,The Robotics Team,Canutillo,TX,USA,
1163,Trojan Horses,Faulkton,SD,USA,
1164,Project NEO,Las Cruces,New Mexico,USA,
1165,Team Paradise,Phoenix,Arizona,USA,
1166,Highlander Robotics,Garden City,GA,USA,
1167,Knightmares,Savannah,GA,USA,
1168,Malvern Robotics,Malvern,Pennsylvania,USA,
1169,Fairbanks Robarctics,Fairbanks,AK,USA,
1172,We Tek Too,Richmond,VA,USA,
1177,MECHA-JAGS,Stone Mountain,GA,USA,
1178,DURT  (De Smet United Robotics Team),Saint Louis,Missouri,USA,
1180,Atomsmashers,Thunderbolt,GA,USA,
1181,St Francis of Assisi Team 1,Gilbert,AZ,USA,
1182,Patriots,Manchester,MO,USA,
1183,the peasants,Suwanee,GA,USA,
1184,Cobra Robotics,Bel Air,MD,USA,
1185,The X-Bots,Pittsburgh,PA,USA,
1187,Brick City Flame,Newark,NJ,USA,
1188,The Ravens,Royal Oak,Michigan,USA,
1189,Gearheads,Grosse Pointe,Michigan,USA,
1190,ANONOBOTS,Aurora,CO,USA,
1191,Eagles,Pittsburgh,PA,USA,
1192,Team 1192,Land O Lakes,WI,USA,
1195,S.O.A.R. (Students of Applied Robotics),Springdale,Maryland,USA,
1197,TorBots,Torrance,California,USA,
1199,Team 1199,Pittsburgh,PA,USA,
1200,Team 1200,New Stanton,PA,USA,
1201,CSI:Monroe,Aberdeen,MS,USA,
1202,Ranger Robotics,Sidman,PA,USA,
1203,PANDEMONIUM,West Babylon,NY,USA,
1204,Eagles,Lakewood,OH,USA,
1205,Badgerbots,Bruni,TX,USA,
1206,Wrench Warriors,Fairview Park,OH,USA,
1208,Metool Brigade,O Fallon,Illinois,USA,
1209,RoboHornets,Tulsa,Oklahoma,USA,
1210,Team TACKLE,St Louis,MO,USA,
1211,Robotnics,Brooklyn,NY,USA,
1212,Sentinels,Chandler,Arizona,USA,
1213,GROVES,Beverly  Hills,MI,USA,
1214,The Grizzlies,Houston,TX,USA,
1215,Machine Tool,Washington,MO,USA,
1216,Knights,Oak Park,MI,USA,
1218,SCH Robotics,Philadelphia,Pennsylvania,USA,
1219,Iron Eagles,Toronto,ON,Canada,
1220,Rockhoppers - Hilltopper Robotics,Milwaukee,Wisconsin,USA,
1221,Nerdbotics,Mississauga,ON,Canada,
1222,Falcons,Richmond,VA,USA,
1223,Twisted Dimension,Mesa,AZ,USA,
1224,Team 1224 - The Pius Princesses,Bronx,NY,USA,
1225,The Gorillas,Hendersonville,North Carolina,USA,
1226,Team 1226,Farmingdale,NY,USA,
1227,Techno-Gremlins,Grand Rapids,MI,USA,
1228,RoboTribe,Rahway,New Jersey,USA,
1229,Tidal Shift,Windsor,Ontario,Canada,
1230,The Lehman Lionics,Bronx,New York,USA,
1232,RAMS ROBOTICS,Stratford,ON,Canada,
1235,Maximum Strength,Columbus,MS,USA,
1236,Phoenix Rising,Danville,VA,USA,
1237,Cybernetic Panthers,New York,NY,USA,
1238,EcoRobotics,New York,NY,USA,
1239,Vita Dogs,Olmsted Falls,OH,USA,
1240,Sappers,Manitowoc,WI,USA,
1241,THEORY6,Mississauga,Ontario,Canada,
1242,Team S.M.I.L.E.Y,Plantation,FL,USA,
1243,Dragons,Swartz Creek,Michigan,USA,
1244,Viking Robotics,Goderich,ON,Canada,
1245,Monarch Robotics,Louisville,Colorado,USA,
1246,Agincourt Skunkworks,Scarborough,Ontario,Canada,
1247,"Blood, Sweat, and Gears",North Sutton,New Hampshire,USA,
1248,TITANium Allies,Berea,Ohio,USA,
1249,Robo Rats,Delbarton,West Virginia,USA,
1250,Gator-Bots,Dearborn,Michigan,USA,
1251,TechTigers Robotics,Tamarac,Florida,USA,
1254,Tech Force,Lawrence,Michigan,USA,
1255,Blarglefish,Baytown,Texas,USA,
1256,Highlanders,Howell,MI,USA,
1257,Parallel Universe,Scotch Plains,New Jersey,USA,
1258,SeaBot,Seattle,Washington,USA,
1259,Paradigm Shift,Pewaukee,Wisconsin,USA,
1260,Panthers,Mississauga,ON,Canada,
1261,Robo Lions Team1261,Suwanee,Georgia,USA,
1262,the STAGS,Martinsville,Virginia,USA,
1263,Austin High School/Marshall Space Flight Center,Decatur,AL,USA,
1266,The Devil Duckies,San Diego,California,USA,
1268,Purgolder Robotics,Milwaukee,WI,USA,
1270,Red Dragons,Cleveland,OH,USA,
1272,Tyrannikal Mechanikal,Bloomington,IN,USA,
1274,Wolf Bytes,Berea,OH,USA,
1275,Pi-Robots,Toronto,ON,Canada,
1276,Kaizen Blitz,Rockland,ME,USA,
1277,The Robotomies,Groton,Massachusetts,USA,
1278,B.E.A.R.S,North Royalton,OH,USA,
1279,Cold Fusion,Somerville,New Jersey,USA,
1280,Ragin' C-Biscuits,Danville,California,USA,
1281,Mustang Robotics,Richmond Hill,ON,Canada,
1284,DART,Guntersville,AL,USA,
1285,The Biggest Birds,Mississauga,Ontario,Canada,
1286,Kevlar Cranes,Royal Oak,MI,USA,
1287,Aluminum Assault,Myrtle Beach,South Carolina,USA,
1288,RAVEN Robotics,Saint Charles,Missouri,USA,
1289,Gearheadz,Lawrence,Massachusetts,USA,
1290,Robowolves,Chandler,Arizona,USA,
1291,Circuit Breakers,Toronto,ON,Canada,
1292,RNS Joysticks,Rothesay,NB,Canada,
1293,Pandamaniacs,Columbia,South Carolina,USA,
1294,Pack of Parts,Sammamish,Washington,USA,
1295,The Golems,Toronto,ON,Canada,
1296,Full Metal Jackets,Rockwall,Texas,USA,
1297,Team 1297,Sylacauga,AL,USA,
1298,205 Terminators,Birmingham,AL,USA,
1299,Dominators,Jasper,GA,USA,
1300,EVO,Oakville,ON,Canada,
1301,The Robotic Raiders,Seattle,WA,USA,
1302,Team Lionheart,Sparta,NJ,USA,
1303,WYOHAZARD,Casper,Wyoming,USA,
1304,N.O. Botics,New Orleans,LA,USA,
1305,Ice Cubed,North Bay,Ontario,Canada,
1306,BadgerBOTS,Middleton,Wisconsin,USA,
1307,Robosaints,Dover,New Hampshire,USA,
1308,Wildcat Robotics,Cleveland,Ohio,USA,
1309,Diamond Eagles,Toronto,ON,Canada,
1310,Runnymede Robotics,York,Ontario,Canada,
1311,Kell Robotics,Kennesaw,Georgia,USA,
1312,Syntax Error,Walkerton,ON,Canada,
1315,Robo-Knights,Pacific,MO,USA,
1317,Digital Fusion,Westerville,Ohio,USA,
1318,Issaquah Robotics Society,Issaquah,Washington,USA,
1319,Flash,Mauldin,South Carolina,USA,
1320,"""Beltway: The Learning Machine""",St. Stephen,SC,USA,
1322,GRAYT Leviathons (Genesee Robotics Area Youth Team),Fenton,Michigan,USA,
1323,MadTown Robotics,Madera,California,USA,
1324,Sporks,Sedona,AZ,USA,
1325,Inverse Paradox,Mississauga,Ontario,Canada,
1326,Cy-Ridge Robotics,Houston,TX,USA,
1327,SBOTZ,South Bend,IN,USA,
1329,The ViPrs,Saint Louis,Missouri,USA,
1330,Quiet Riot,Toronto,ON,Canada,
1331,Broot Force,Bloomington,IN,USA,
1332,SWIFT,Collbran,Colorado,USA,
1334,Red Devils,Oakville,Ontario,Canada,
1335,Cognitive Hazard,Raymond,NH,USA,
1336,The Untouchables,Lexington,SC,USA,
1337,Team 1337,Lexington,SC,USA,
1338,Birds of Prey,Aurora,CO,USA,
1339,Angelbotics,Denver,Colorado,USA,
1340,Spartan Robotics,Queens,NY,USA,
1341,The Renegades,Sarasota,FL,USA,
1342,Lord of the Bots,Seattle,WA,USA,
1343,DV ROBOTICS,Phoenix,AZ,USA,
1345,Platinum Dragons,Ft. Lauderdale,FL,USA,
1346,Trobotics,Vancouver,BC,Canada,
1347,E-Robotics,Ottawa,ON,Canada,
1348,Electric Anarchy,Denver,CO,USA,
1349,Inter-tribal Robotics Group,Flandreau,SD,USA,
1350,The Rambots,Providence,Rhode Island,USA,
1351,TKO,San Jose,California,USA,
1352,Huskie Robotics,Stratford,ON,Canada,
1353,The Spartans,Mississauga,ON,Canada,
1355,Stallions,Wingham,ON,Canada,
1356,Écoles secondaires l'Essor et Lajeunesse,Tecumseh,ON,Canada,
1357,High Voltage,Loveland,CO,USA,
1358,The Generals,Levittown,NY,USA,
1359,Scalawags,Lebanon,Oregon,USA,
1360,Orbit Robotics,Oakville,Ontario,Canada,
1361,Nightmare Robotics,Colorado Springs,Colorado,USA,
1364,Team 1364,Kennesaw,GA,USA,
1365,The Bot Docs,Chicago,IL,USA,
1366,Roughriders,Newark,NJ,USA,
1367,Blue Bears,Newark,NJ,USA,
1368,Perpetual Motion,Clearwater,FL,USA,
1369,Minotaur,Tampa,Florida,USA,
1370,Thermogenesis,Middletown,Delaware,USA,
1371,Cosmic Gold,Atlanta,GA,USA,
1372,Lambda^3,San Diego,CA,USA,
1373,Spontaneous Combustion,Storrs,CT,USA,
1374,Amped Up,Oakville,Ontario,Canada,
1375,Trobots,Aurora,CO,USA,
1376,The Spaceballs,Snellville,GA,USA,
1377,Adams 12 Aliens,Thornton,CO,USA,
1378,Hilo Viking Robotics,Hilo,Hawaii,USA,
1379,Gear Devils,Norcross,GA,USA,
1380,Steel Dragons,Lilburn,GA,USA,
1382,ETEP Team,São José dos Campos,São Paulo,Brazil,
1384,Vineland High School Fighting Clan,Vineland,NJ,USA,
1385,The Brainstormers,Waterloo,ON,Canada,
1386,The Trobots,Canton,OH,USA,
1387,Rudy's Rangers,Fair Oaks,CA,USA,
1388,Eagle Robotics,Arroyo Grande,California,USA,
1389,The Body Electric,Bethesda,Maryland,USA,
1390,MEKHEADS,St. Cloud & Harmony,FL,USA,
